TSR|monsterKey|setting|mainTitle|title|name|Diet|Frequency|Hit Dice|Intelligence|Magic Resistance|Morale|Movement|No. Appearing|No. of Attacks|Organization|Size|Special Attacks|Special Defenses|THAC0|Treasure|XP Value|Alignment|Armor Class|Climate/Terrain|Damage/Attack
['2102', '2140', '2428']|owlbear|Advanced Dungeons & Dragons 2nd Edition|Owlbear I|Owlbear I|Owlbear I|Carnivore|Rare|5+2|Low (5-7)|Nil|Steady (11-12) +Special|12|1 (2-8)|3|Pack|L (8' tall)|Hug|Nil|15|(C)|420|Neutral|5|Temperate forest|1-6/1-6/2-12
['2102', '2140']|pegasus|Advanced Dungeons & Dragons 2nd Edition|Pegasus|Pegasus|Pegasus|Herbivore|Very rare|4|Average (8-10)|Nil|Steady (11)|24, Fl 48 (C, D mounted)|1-10|3|Herd|L (5½' at the shoulder)|Dive, rear kick|Nil|17|Nil|175<br>Greater: 650|Chaotic good|6|Temperate and subtropical forests|1-8/1-8/1-3
['2140']|peryton|Advanced Dungeons & Dragons 2nd Edition|Peryton|Peryton|Peryton|Omnivore|Rare|4|Average (10)|Nil|Champion (16)|12, Fl 21 (C)|2-8|1|Nest|M (5' tall)|+2 to attack roll|+1 or better to hit|17|B|270|Chaotic evil|7|Any/Mountains|4-16
['2140']|phantom|Advanced Dungeons & Dragons 2nd Edition|Phantom|Phantom|Phantom|Nil|Very rare|Nil|Nil|See below|Nil|9|1|Nil|Solitary|Varies, usually M|Fear|Nil|Nil|Nil|Nil|Neutral|Nil|Any/Land|Nil
['2118', '2140']|phoenix|Planescape|Phoenix|Phoenix|Phoenix|Omnivore|Very rare|20|Genius (17-18)|50%|Champion (15-16)|6, Fl 39 (D)|1-3|1 or 2|Solitary|L (40'+ wing span)|Shriek|+3 or better weapons to hit, never surprised|1|O|19,000|Neutral good|-3|Elysium|2-12 or 1-8/1-8
['2102', '2140']|piercer|Advanced Dungeons & Dragons 2nd Edition|Piercer|Piercer|Piercer|Carnivore|Uncommon|1-4|Non- (0)|Nil|Average (8-10)|1|3-18 (3d6)|1|Colony|T-M (1-6' tall)|Surprise|Nil|1-2 HD: 19<br>3-4 HD: 17|Nil|1 HD: 35<br>2 HD: 65<br>3 HD: 120<br>4 HD: 420|Neutral|3|Any subterranean|1 HD: 1-6<br>2 HD: 2-12<br>3 HD: 3-18<br>4 HD: 4-24
['2103', '2125', '2140']|plandang|Advanced Dungeons & Dragons 2nd Edition|Plant, Dangerous I|Plant, Dangerous I|Choke Creeper|Carnivore|Rare|25|Non- (0)|Nil|Elite (14)|½|1|8 or more|Solitary|G (20-160' long)|Strangling|See below|7|Nil|18,000|Neutral|6/5|Temperate forest|1-4
['2103', '2125', '2140']|plandang|Advanced Dungeons & Dragons 2nd Edition|Plant, Dangerous I|Plant, Dangerous I|Mantrap|Carnivore|Very rare|4-9|Non- (0)|Nil|Steady (12)|0|1-2|0|Pair|L-G (4' per Hit Die)|See below|Nil|Nil|J-N &times;5,Q|4 HD: 650<br>5 HD: 975<br>6 HD: 1,400<br>7 HD: 2,000<br>8 HD: 3,000<br>9 HD: 4,000|Neutral|6|Tropical hills or forest|Nil
['2103', '2125', '2140']|plandang|Advanced Dungeons & Dragons 2nd Edition|Plant, Dangerous I|Plant, Dangerous I|Retch Plant|Sun, soil|Rare|5-8|Non- (0)|Nil|Average <nobr>(8-10)</nobr>|0|2-20|1 or 1d4+1|Cluster|H (20' tall)|See below|See below|5-6 HD: 15<br>7-8 HD: 13|Nil|5 HD: 270<br>6 HD: 420<br>7 HD: 650<br>8 HD: 975|Neutral|8|Any warm land|Nil
['2103', '2125', '2140']|plandang|Advanced Dungeons & Dragons 2nd Edition|Plant, Dangerous I|Plant, Dangerous I|Snappersaw|Carnivore|Very rare|5|Non- (0)|Nil|Steady <nobr>(11-12)</nobr>|0|1-2|1d4+2|Solitary|H (15' radius)|Trapping|Nil|15|Nil|3 saws: 270<br>4-5 saws: 420<br>6 saws: 975|Neutral|4/7/9|Any land|2-5
['2103', '2125', '2140']|plandang|Advanced Dungeons & Dragons 2nd Edition|Plant, Dangerous I|Plant, Dangerous I|Thornslinger|Carnivore|Rare|4|Non- (0)|Nil|Average <nobr>(8-10)</nobr>|0|3-12|1 volley|Cluster|M (4' radius)|Dew|Nil|Nil|Nil|270|Neutral|8|Any land|2-8
['2103', '2125', '2140']|plandang|Advanced Dungeons & Dragons 2nd Edition|Plant, Dangerous I|Plant, Dangerous I|Tri-flower Frond|Carnivore|Very rare|2+8|Non- (0)|Nil|Average (10)|0|1-10|1|Stand|M (5-8' tall)|See below|Nil|17|Nil|420|Neutral|9|Tropical forest|Nil
['2103', '2125', '2140']|plandang|Advanced Dungeons & Dragons 2nd Edition|Plant, Dangerous I|Plant, Dangerous I|Yellow Musk Creeper|Carnivore|Rare|3|Non- (0)|Nil|Fearless (20)|0|1|2-12|Solitary|L (20' square)|Pollen|Immunities|17|B|650|Neutral|7|Temperate forest or subterranean|Nil
['2103', '2125', '2140']|plandang|Advanced Dungeons & Dragons 2nd Edition|Plant, Dangerous I|Plant, Dangerous I|Yellow Musk Zombie|Nil|Rare|2 (special)|Animal (1)|Nil|Fearless (20)|6|1 per 2 flowers|1|Squad|M (4-7' tall)|Nil|Immunities|19|Nil|120|Neutral|10 or better|Temperate forest or subterranean|1-8 or by weapon
['2103', '2140']|planinte|Advanced Dungeons & Dragons 2nd Edition|Plant, Intelligent|Plant, Intelligent|Hangman Tree|Carnivore|Very rare|6, +1 hp per year|Low (5-7)|See below|Champion (15)|0; see below|1|3|Solitary|H-G (20'+ tall)|See below|See below|7|Incidental|1,400|Neutral (evil)|3/5|Temperate or subtropical forest|1-3
['2103', '2140']|planinte|Advanced Dungeons & Dragons 2nd Edition|Plant, Intelligent|Plant, Intelligent|Kelpie|Carnivore|Very rare|5|Low-Average (5-10)|Nil|Elite (13)|9, Sw 12|1-4|0|Solitary|M (6-7' tall)|See below|See below|Nil|D|420|Neutral evil|3|Temperate or tropical saltwater|Nil
['2103', '2140']|planinte|Advanced Dungeons & Dragons 2nd Edition|Plant, Intelligent|Plant, Intelligent|Obliviax|Soil, water, memories|Rare|1-2 hp|Average (8)|Nil|Average (9)|0|2-12|0|Colony|T (6&rdquo; square)|See below|See below|20|Nil|35|Neutral evil|10|Any warm land|Nil
['2103', '2140']|planinte|Advanced Dungeons & Dragons 2nd Edition|Plant, Intelligent|Plant, Intelligent|Quickwood|Soil, water|Very rare|5-10|Very (11-12)|Nil|Champion <nobr>(15-16)</nobr>|1 (roots 3)|1 (90%) or 2-4 (10%)|1|Solitary|L (12'+ tall)|Roots|See below|5-6 HD: 15<br>7-8 HD: 13<br>9-10 HD: 11|Special|5 HD: 2,000<br>(+1,000 for each added Hit Die)|Neutral|5|Any forest with oaks|3-12
['2103', '2140']|planinte|Advanced Dungeons & Dragons 2nd Edition|Plant, Intelligent|Plant, Intelligent|Shambling Mound|Omnivore|Rare|8-11|Low (5-7)|Nil|Fanatic (17-18)|6|1-3|2|Solitary|L (6-9' tall)|Suffocation|See below|8 HD: 13<br>9-10 HD: 11<br>11 HD: 9|B,T,X|8 HD: 6,000<br>(+1000 for each added Hit Die)|Neutral|0|Swamps or wet subterranean|2-16/2-16
['2103', '2140']|planinte|Advanced Dungeons & Dragons 2nd Edition|Plant, Intelligent|Plant, Intelligent|Strangleweed|Carnivore|Common|2-4|Animal (1)|Nil|Average (9)|0|3-12|1|Bed|L (7-12' long)|Crushing|Nil|2 HD: 19<br>3-4 HD: 17|J-N,Q,C|2 HD: 120<br>3 HD: 175<br>4 HD: 270|Neutral|6|Subtropical or tropical ocean|See below
['2103', '2140']|planinte|Advanced Dungeons & Dragons 2nd Edition|Plant, Intelligent|Plant, Intelligent|Sundew, Giant|Carnivore|Uncommon|8|Semi- (2-4)|Nil|Steady (11)|1|1-4|6 per target|Solitary|M (3-4' tall)|Suffocation|See below|13|Nil|2,000|Neutral|7|Temperate or tropical forest|1-3
['2103', '2140']|planinte|Advanced Dungeons & Dragons 2nd Edition|Plant, Intelligent|Plant, Intelligent|Thorny|Carnivore|Very rare|4|Animal (1)|Nil|Steady <nobr>(11-12)</nobr>|15|2-20|1|Pack|M (4' long)|Thorn rake|Nil|17|Nil|175|Neutral|3|Warm, wet forests or caves|2-5
['2103', '2140']|poltgeis|Advanced Dungeons & Dragons 2nd Edition|Poltergeist|Poltergeist|Poltergeist|None|Rare|½|Low (5-7)|Nil|Average (10)|6|1-8|1|Group|M (6' tall)|Fear|Invisibility, silver or magical weapon to hit|15|Nil|65|Lawful evil|10|Subterranean|Nil
['2102', '2140']|pudddead|Advanced Dungeons & Dragons 2nd Edition|Pudding, Deadly|Pudding, Deadly|Black|Any|Uncommon|10|Non- (0)|Nil|Special|6|1 (1-4)|1|Solitary|S-L (3-8')|See below|See below|11|Nil|2,000|Neutral|6|Any underground|3-24
['2102', '2140']|pudddead|Advanced Dungeons & Dragons 2nd Edition|Pudding, Deadly|Pudding, Deadly|Brown|Any|Uncommon|11|Non- (0)|Nil|Special|6|1 (1-4)|1|Solitary|S-L (3-8')|See below|See below|9|Nil|2,000|Neutral|5|Any marsh|5-20
['2102', '2140']|pudddead|Advanced Dungeons & Dragons 2nd Edition|Pudding, Deadly|Pudding, Deadly|Dun|Any|Rare|8+1|Non- (0)|Nil|Special|12|1 (1-4)|1|Solitary|S-L (3-8')|See below|See below|13|Nil|1,400|Neutral|7|Arid desert|4-24
['2102', '2140']|pudddead|Advanced Dungeons & Dragons 2nd Edition|Pudding, Deadly|Pudding, Deadly|White|Any|Rare|9|Non- (0)|Nil|Special|9|1 (1-4)|1|Solitary|S-L (3-8')|See below|See below|11|Nil|1,400|Neutral|8|Arctic plain|7-28
['2140', '1085']|quaggoth|Advanced Dungeons & Dragons 2nd Edition|Quaggoth|Quaggoth|Quaggoth|Carnivore|Rare|2+2|Low (5-7)|Nil|Elite (15-16)|12|2-24|2 or 1|Tribal|L (7'+ tall)|Berserk rage|Immune to poison|19|Nil (O,R)|175<br>Jald: 270<br>Thonot: 1,400|Neutral|6|Subterranean caves|1-4/1-4 or by weapon
['2102', '2140']|rakshasa|Advanced Dungeons & Dragons 2nd Edition|Rakshasa|Rakshasa|Greater Rakshasa|Carnivore|Very rare|8+16|High (13-14)|Special|Fanatic (17-18)|18|1|3|Solitary|M (6½' tall)|Illusion|+2 or better magical weapon to hit|11|B,F|Ruhk 7,000<br>Rajah 7,000<br>Maharajah 11,000|Lawful evil|-5|Tropical or subtropical forest, jungle, or swamp|1-6/1-6/2-10
['2102', '2140']|rakshasa|Advanced Dungeons & Dragons 2nd Edition|Rakshasa|Rakshasa|Rakshasa|Carnivore|Rare|7|Very (11-12)|Special|Champion (15-16)|15|1-4|3|Solitary|M (6' tall)|Illusion|+1 or better magical weapon to hit|13|F|3,000|Lawful evil|-4|Tropical or subtropical forest, jungle, or swamp|1-3/1-3/2-5
['2102', '2140']|rat|Advanced Dungeons & Dragons 2nd Edition|Rat|Rat|Common|Scavenger|Common|¼|Animal (1)|Nil|Unreliable (2-4)|15|1-100|1|Pack|T (1' long)|Disease|Nil|20|Nil|7|Neutral|7|Any|1
['2102', '2140']|rat|Advanced Dungeons & Dragons 2nd Edition|Rat|Rat|Giant|Scavenger|Common|½|Semi- (2-4)|Nil|Unsteady (5-7)|12, Sw 6|5-50|1|Pack|T (2' long)|Disease|Nil|20|(C)|15|Neutral evil|7|Any|1-3
['2102', '2140']|rat|Advanced Dungeons & Dragons 2nd Edition|Rat|Rat|Osquip|Carnivore|Uncommon|3+1|Animal (1)|Nil|Unsteady (7)|12, Br ½|2-24|1|Pack|S (2' at shoulder)|Nil|Nil|16|(D)|120|Neutral|7|Subterranean|2-12
['2103', '2140']|ratosqui|Advanced Dungeons & Dragons 2nd Edition|Rat, Osquip|Rat, Osquip|Rat, Osquip|Carnivore|Uncommon|3+1|Animal (1)|Nil|Unsteady (7)|12, Br ½|2-24|1|Pack|S (2' at shoulder)|Nil|Nil|16|(D)|120|Neutral|7|Subterranean|2-12
['2102', '2140']|remorhaz|Advanced Dungeons & Dragons 2nd Edition|Remorhaz|Remorhaz|Remorhaz|Carnivore|Very rare|7-14|Animal (1)|75%|Elite (13-14)|12|1|1|Solitary|G (21-42' long)|Swallow whole, heat lash|Melt metal|7-8 HD: 13<br>9-10 HD: 11<br>11-12 HD: 9<br>13-14 HD: 7|D|5,000 (+1000 per Hit Die over 9)|Neutral|Overall 0, head 2, underbelly 4|Arctic plain|Bite:<br>7-8 HD: 4-24<br>9-12 HD: 5-30<br>13-14 HD: 6-36
['2140', '2104']|revenant|Advanced Dungeons & Dragons 2nd Edition|Revenant|Revenant|Revenant|N/A|Very rare|8|See below|See below|See below|9|1|1|Solitary|M (5-6')|Paralyzation|See below|13 (base)|Nil|3,000|Neutral|10|Any|2-16
['2103', '2140']|roc|Advanced Dungeons & Dragons 2nd Edition|Roc|Roc|Roc|Omnivore|Rare|18|Animal (1)|Nil|Steady (11)|3, Fl 30|1-2|2 or 1|Solitary|G (60' long + wingspan)|Surprise|Nil|3|C|10,000|Neutral|4|Subtropical/Mountains|3-18/3-18 or 4-24
['2103', '2140']|roper|Advanced Dungeons & Dragons 2nd Edition|Roper|Roper|Roper|Carnivore|Rare|10-12|Exceptional (15-16)|80%|Champion (15)|3|1-3|1|Solitary|L (9' long)|Strands, strength drain|See below|10 HD: 11<br>11-12 HD: 9|See below|10 HD: 10,000<br>11 HD: 11,000<br>12 HD: 12,000|Chaotic evil|0|Subterranean|5-20
['2103', '2140']|rustmons|Advanced Dungeons & Dragons 2nd Edition|Rust Monster|Rust Monster|Rust Monster|Metalavore|Uncommon|5|Animal (1)|Nil|Average (9)|18|1-2|2|Solitary|M (5' long)|See below|Nil|15|Q|270|Neutral|2|Subterranean|Nil
['2103', '2140']|sahuagin|Advanced Dungeons & Dragons 2nd Edition|Sahuagin|Sahuagin|Sahuagin|Carnivore|Uncommon|2+2|High (13-14)|Nil|Steady (12)|12, Sw 24|20-80|1 or see below|Tribal|M (6'), some L (9')|See below|See below|19|N (I,O,P,Q&times;10,X,Y)|175<br>Lieutenant: 270<br>Chieftain: 420<br>Priestess: 650<br>Baron: 975<br>Prince: 2,000|Lawful evil|5|Temperate/Salt water|1-2/1-2/1-4/1-4/1-4 or weapon type
['2102', '2140']|satyr|Advanced Dungeons & Dragons 2nd Edition|Satyr|Satyr|Satyr|Omnivore|Uncommon|5|Very (11-12)|50%|Elite (13)|18|2-8 (2d4)|1|Band|M (5' tall)|See below|See below|15|I,S,X|975|Neutral|5|Temperate sylvan woodlands|2-8 or by weapon
['2102', '2140', '2428']|scorpion|Advanced Dungeons & Dragons 2nd Edition|Scorpion|Scorpion|Giant|Carnivore|Uncommon|5+5|Non- (0)|Nil|Steady (11)|15|1-4|3|Swarm|M (5-6' long)|Poison sting|Nil|15|D|650|Neutral|3|Warm wilderness and subterranean areas|1-10/1-10/1-4
['2102', '2140', '2428']|scorpion|Advanced Dungeons & Dragons 2nd Edition|Scorpion|Scorpion|Huge|Carnivore|Common|4+4|Non- (0)|Nil|Average (10)|12|1-4|3|Swarm|M (4' long)|Poison sting|Nil|15|D|420|Neutral|4|Warm wilderness and subterranean areas|1-8/1-8/1-3
['2102', '2140', '2428']|scorpion|Advanced Dungeons & Dragons 2nd Edition|Scorpion|Scorpion|Large|Carnivore|Uncommon|2+2|Non- (0)|Nil|Average (8)|9|1-6|3|Swarm|S (2' long)|Poison sting|Nil|19|D|175|Neutral|5|Warm wilderness and subterranean areas|1-4/1-4/1
['2103', '2140']|sealion|Advanced Dungeons & Dragons 2nd Edition|Sea Lion|Sea Lion|Sea Lion|Carnivore|Uncommon|6|Semi- (2-4)|Nil|Steady (12)|Sw 18|3-12|3|Packs|L (15' long with tail)|Mauling|Nil|15|B|420|Neutral|5/3|Coastal marine|1-6/1-6/2-12
['2102', '2140']|selkie|Advanced Dungeons & Dragons 2nd Edition|Selkie|Selkie|Selkie|Omnivore|Very rare|3+3|Average to exceptional (8-16)|Nil|Steady (11-12)|12, Sw 36|1 or 12-30|1|Solitary or tribal|M (5-6' in either form)|Nil|Can change into human form|17|A (magic only), R|175<br>Leader: 420|Neutral (good)|5 (10 base in human form)|Cold to subarctic waters|1-6 or by weapon type
['2102', '2140']|shadow|Advanced Dungeons & Dragons 2nd Edition|Shadow|Shadow|Shadow|Living beings|Rare|3+3|Low (5-7)|See below|Special|12|2-20 (2d10)|1|Roving bands|M (6' tall)|Strength drain|+1 or better weapon to hit|17|F|420|Chaotic evil|7|Any ruins or subterranean chambers|2-5
['2140', '2117']|shedu|Advanced Dungeons & Dragons 2nd Edition|Shedu|Shedu|Greater|Herbivore|Very rare|14+14|Genius (17-18)|50%|Fearless (19-20)|15, Fl 30 (B)|1-2|2|Herd Leader|L (as a draft horse)|Psionics|Psionics, invisibility|5|Nil|15,000|Lawful good|2|Any open region|3d6/3d6
['2140', '2117']|shedu|Advanced Dungeons & Dragons 2nd Edition|Shedu|Shedu|Lesser|Herbivore|Rare|9+9|Exceptional (15-16)|25%|Champion (15-16)|12, Fl 24 (C)|2d4|2|Herd|L (as a mule)|Psionics|Psionics|11|G|8,000|Lawful good|4|Any (prefer hot)|1d6/1d6
['2140', '1091']|sirine|Advanced Dungeons & Dragons 2nd Edition|Sirine|Sirine|Sirine|Omnivore|Rare (salt water) or very rare (fresh water)|4-7|High to genius (13-18)|20%|Steady (11-12)|12, Sw 24|1 (2d4)|1|Solitary or family|M (5-6' tall)|Song, spell powers|Spell powers, water-breathing|4 HD: 17<br>5-6 HD: 15<br>7 HD: 13|L,M,N,Q,X|4 HD: 2,000 (+1,000 for each additional Hit Die)|Any|3|Temperate or tropical salt or fresh water, in wilderness areas|By weapon type
['2102', '2140', '2428']|skeleton|Advanced Dungeons & Dragons 2nd Edition|Skeleton|Skeleton|Animal|Nil|Very rare|1-1|Non- (0)|See below|Special|6|2-20 (2d10)|1|Band|S-M (3-5')|Nil|See below|20|See below|65|Neutral|8|Any|1-4
['2102', '2140', '2428']|skeleton|Advanced Dungeons & Dragons 2nd Edition|Skeleton|Skeleton|Monster|Nil|Very rare|6|Non- (0)|See below|Special|12|1-6|1|Band|L-H (7-15')|Nil|See below|15|Nil|650|Neutral|6|Any|Special
['2102', '2140', '2428']|skeleton|Advanced Dungeons & Dragons 2nd Edition|Skeleton|Skeleton|Skeleton|Nil|Rare|1|Non- (0)|See below|Special|12|3-30 (3d10)|1|Band|M (6' tall)|Nil|See below|19|Nil|65|Neutral|7|Any|1-6 (weapon)
['2122', '2140']|skelgian|Ravenloft|Skeleton, Giant|Skeleton, Giant|Skeleton, Giant|None|Rare|4+4|Non- (0)|Nil|Fearless (20)|12|2-8 (2d4)|1|Solitary|L (12' tall)|Nil|See below|15|Nil|975|Neutral|4|Any|1d12
['2140', '2105']|skelwarr|Advanced Dungeons & Dragons 2nd Edition|Skeleton, Warrior|Skeleton, Warrior|Skeleton, Warrior|Nil|Very rare|9+2 to 9+12|Exceptional (15-16)|90%|Champion (15)|6|1|1|Solitary|M (6-7' tall)|See below|See below|11|A|4,000|Neutral evil|2|Any|By weapon (+3 to attack roll)
['2140', '2602', '2118', '2428']|slaad|Planescape|Slaad|Slaad|Blue|Carnivore|Rare|8+4|Low (5-7)|40%|Steady (11-12)|6|2-12|5|Group|L (10' tall)|Disease|See below|13|K,Q|9,000|Chaotic neutral|2|Limbo|2d6 (&times;4)/2d8
['2140', '2602', '2118', '2428']|slaad|Planescape|Slaad|Slaad|Death|Carnivore|Very rare|15+7|Genius (17-18)|70%|Fanatic (17-18)|12|1-2|3 or 2|Group|M (6' tall)|See below|+2 or better weapon to hit|5|Z|22,000|Chaotic neutral|-4|Limbo|3d6 (&times;2)/2d10 or sword +6 (Strength bonus) (&times;2)
['2140', '2602', '2118', '2428']|slaad|Planescape|Slaad|Slaad|Gray|Carnivore|Very rare|10+6|High (13-14)|60%|Champion (15-16)|12|1-4|3 or 1|Group|M (6' tall)|Magical weapons|See below|11|R&times;2|15,000|Chaotic neutral|-2|Limbo|2d4+2 (&times;2)/2d8 or sword
['2140', '2602', '2118', '2428']|slaad|Planescape|Slaad|Slaad|Green|Carnivore|Very rare|9+5|Average (8-10)|50%|Elite (13-14)|9|1-6|3|Group|L (7'+ tall)|See below|+1 or better weapon to hit|11|R|11,000|Chaotic neutral|0|Limbo|1d6+2 (&times;2)/2d8
['2140', '2602', '2118', '2428']|slaad|Planescape|Slaad|Slaad|Red|Carnivore|Uncommon|7+3|Low (5-7)|30%|Average (8-10)|6|3-18|3|Group|L (8' tall)|Stun, egg-pellet|See below|13|K,Q|2,000|Chaotic neutral|4|Limbo|1d4 (&times;2)/2d8
['2140', '2103']|sluggian|Advanced Dungeons & Dragons 2nd Edition|Slug, Giant|Slug, Giant|Slug, Giant|Omnivore|Uncommon|12|Non- (0)|Nil|Steady (12)|6|1|1|Solitary|H-G (25-50' long)|Spits acid|Immune to blunt weapons|9|Nil|5,000|Neutral|8|Subterranean and wet|1-12
['2140']|snakwing|Al-Qadim (Forgotten Realms)|Snake, Winged|Snake, Winged|Snake, Winged|Herbivore|Rare|4+4|Semi (2-4)|Nil|Average (9)|12, Fl 18 (B)|2-8|1|Flocks|L (8-10' long)|Poison, spark shower|Immune to electricity|15|Nil|1,400|Neutral|5|Tropical/Forests|1-4
['2102', '2140']|spectre|Advanced Dungeons & Dragons 2nd Edition|Spectre|Spectre|Spectre|Nil|Rare|7+3|High (13-14)|See below|Champion (15)|15, Fl 30 (B)|1-6|1|Solitary|M (6' tall)|Energy drain|+1 or better weapon to hit|13|Q&times;3,X,Y|3,000|Lawful evil|2|Desolate dungeons and ruins|1-8
['2103', '2140']|sphinx|Advanced Dungeons & Dragons 2nd Edition|Sphinx|Sphinx|Androsphinx|Carnivore|Very rare|12|Exceptional (15-16)|Nil|Fanatic (17)|18, Fl 30 (D)|1|2|Solitary|L (8' tall)|See below|Nil|9|U|7,000|Chaotic good|-2|Warm lands|2-12/2-12
['2103', '2140']|sphinx|Advanced Dungeons & Dragons 2nd Edition|Sphinx|Sphinx|Criosphinx|Carnivore|Rare|10|Average (8-10)|Nil|Champion (16)|12, Fl 24 (D)|1|3|Solitary|L (7½' tall)|Nil|Nil|11|F|5,000|Neutral|0|Warm woodlands|2-8/2-8/3-18
['2103', '2140']|sphinx|Advanced Dungeons & Dragons 2nd Edition|Sphinx|Sphinx|Gynosphinx|Carnivore|Rare|8|Genius (17-18)|Nil|Fanatic (17)|15, Fl 24 (D)|1-4|2|Solitary|L (7' tall)|See below|Nil|13|R,X|3,000|Neutral|-1|Warm lands|2-8/2-8
['2103', '2140']|sphinx|Advanced Dungeons & Dragons 2nd Edition|Sphinx|Sphinx|Hieracosphinx|Carnivore|Rare|9|Low (5-7)|Nil|Elite (13)|9, Fl 36|1-6|3|Solitary|L (7' tall)|Nil|Nil|11|E|1,400|Chaotic evil|1|Warm hills|2-8/2-8/1-10
['2102', '2140', '2428']|spider|Advanced Dungeons & Dragons 2nd Edition|Spider|Spider|Gargantuan|Carnivore|Very rare|7+7 or 8+8|Low (5-7)|Nil|Elite (14)|9, Wb 12|1-6|1|Nest|G (10' long, 20' diameter)|See below|See below|7+7 HD: 13<br>8+8 HD: 11|C|7+7 HD: 1,400<br>8+8 HD: 3,000|Chaotic evil|4|Any nonarctic<br>land|2-12
['2102', '2140', '2428']|spider|Advanced Dungeons & Dragons 2nd Edition|Spider|Spider|Giant|Carnivore|Uncommon|3+3 or 4+4|Low (5-7)|Nil|Elite (13)|3, Wb 12|1-8|1|Nest|L (8'-12' diameter)|See below|Nil|3+3 HD: 17<br>4+4 HD: 15|C|3+3 HD: 420<br>Flying: 650<br>4+4 HD: 650<br>Steeder: 975<br>Trap door: 975|Chaotic evil|4|Any nonarctic<br>land|1-8
['2102', '2140', '2428']|spider|Advanced Dungeons & Dragons 2nd Edition|Spider|Spider|Hairy|Omnivore|Common|1-1|Low (5-7)|Nil|Average (10)|12, Wb 9|1-20|1|Swarm|T (6&rdquo; or less diameter)|Poison|Nil|20|Nil|65|Neutral evil|8|Any nonarctic<br>land|1
['2102', '2140', '2428']|spider|Advanced Dungeons & Dragons 2nd Edition|Spider|Spider|Huge|Carnivore|Common|2+2|Animal (1)|Nil|Average (8)|18|1-12|1|Pack|M (6' diameter)|See below|Nil|19|J-N,Q|270|Neutral|6|Any nonarctic<br>land|1-6
['2102', '2140', '2428']|spider|Advanced Dungeons & Dragons 2nd Edition|Spider|Spider|Large|Carnivore|Common|1+1|Non- (0)|Nil|Unsteady (7)|6, Wb 15|2-20|1|Swarm|S (2' diameter)|See below|Nil|19|J-N|175|Neutral|8|Any nonarctic<br>land|1
['2102', '2140', '2428']|spider|Advanced Dungeons & Dragons 2nd Edition|Spider|Spider|Phase|Carnivore|Rare|5+5|Low (5-7)|Nil|Champion (15)|6, Wb 15|1-4|1|Solitary|H (14' diameter)|See below|Phasing|15|E|1,400|Neutral|7|Any|1-6
['2102', '2140', '2428']|spider|Advanced Dungeons & Dragons 2nd Edition|Spider|Spider|Sword|Carnivore|Very rare|5+5|Average (8-10)|Nil|Elite (13)|6, Wb 8, Cl 8|1|2|Solitary|H (12' diameter)|See below|Nil|15|Nil|2,000|Chaotic evil|3|Any (prefers jungles)|2-8 (bite)/2-12 perleg
['2102', '2107', '2140']|sprite|Advanced Dungeons & Dragons 2nd Edition|Sprite|Sprite|Atomie|Herbivore|Rare|½|Average to very (8-12)|20%|Steady (11-12)|12, Fl 24 (A)|30-120 (3d4&times;10)|2|Tribe|T (1' tall)|See below|See below|18 (see below)|M (X)|270|Chaotic neutral|4|Temperate forests|By weapon
['2102', '2107', '2140']|sprite|Advanced Dungeons & Dragons 2nd Edition|Sprite|Sprite|Grig|Herbivore|Very rare|½+1|Low to average (5-10)|30%|Steady (11-12)|6, leap 12|2-12|3 (darts) or 2 (swords)|Band|T (1½' tall)|See below|See below|20|M (X,Y)|270|Neutral (good)|2|Temperate forests|By weapon
['2102', '2107', '2140']|sprite|Advanced Dungeons & Dragons 2nd Edition|Sprite|Sprite|Nixie|Fish|Rare|½|Very (12)|25%|Average (8-10)|6, Sw (12)|20-80 (2d4&times;10)|1|Tribe|S (4' tall)|Charm|See below|20|Q (C)|270|Neutral|7|Temperate lakes|By weapon
['2102', '2107', '2140']|sprite|Advanced Dungeons & Dragons 2nd Edition|Sprite|Sprite|Pixie|Herbivore|Very rare|½|Exceptional (15-16)|25%|Steady (11)|6, Fl 12 (B)|5-20|1|Community|S (2½' tall)|See below|See below|20|R,S,T,X|650|Neutral|5|Temperate forests|By weapon
['2102', '2107', '2140']|sprite|Advanced Dungeons & Dragons 2nd Edition|Sprite|Sprite|Sea Sprite|Omnivore|Rare|1|Very (11-12)|Nil|Elite (13-14)|6, Sw 24|5-40 (5d8)|1|Community|T (2' tall)|See below|See below|19|(D)|270|Chaotic neutral|6|Tropical coral reefs|By weapon
['2102', '2107', '2140']|sprite|Advanced Dungeons & Dragons 2nd Edition|Sprite|Sprite|Sprite|Omnivore|Rare|1|Very (11-12)|Nil|Steady (11-12)|9, Fl 18 (B)|10-100|1|Tribe|S (2' tall)|See below|See below|19|C|270|Neutral (good)|6|Meadows and woods|By weapon
['2103', '2140']|squigian|Advanced Dungeons & Dragons 2nd Edition|Squid, Giant|Squid, Giant|Giant Squid|Carnivore|Rare|12|Non- (0)|Nil|Elite (13)|Sw 3, Jet 18|1|9|Solitary|G (60'+ long)|Constriction|See below|9|A|5,000|Neutral|7/3|Any deep waters|1-6 (&times;8)/5-20
